1160,1
361,2
39,1
262,1
245,1
1144,1
431,2
580,2
937,1
212,1
744,1
861,2
1095,1
169,2
565,2
1032,2
689,1
735,2
64,2
1049,2
42,2
1011,1
3,1
1150,1
745,2
856,2
1242,2
1251,1
335,2
164,2
396,2
498,2
952,1
281,2
873,2
656,2
5,1
898,2
252,2
1248,1
76,2
543,2
1048,2
203,1
421,1
118,2
51,2
178,2
1012,1
258,2
915,2
633,1
573,2
761,2
349,2
376,2
152,2
981,1
117,1
824,2
300,2
48,2
264,2
1091,2
88,2
690,2
170,2
765,2
703,2
1149,2
1062,1
660,2
73,2
930,2
505,1
1153,1
424,2
536,2
985,2
1121,2
22,2
1090,2
924,1
602,1
594,1
19,1
54,2
657,2
518,1
204,2
676,1
794,1
823,1
334,2
1162,2
813,2
355,2
576,2
920,2
753,2
125,1
628,2
931,2
917,1
516,2
1177,1
387,2
1125,1
806,2
374,1
851,2
1190,2
720,2
318,2
1122,2
876,1
225,1
1016,2
528,1
1115,2
750,1
147,2
1035,2
129,1
1097,1
1019,1
872,2
66,2
386,1
510,2
1216,1
1270,1
525,2
408,2
533,2
933,2
330,2
795,2
893,2
280,1
754,2
1006,2
830,2
371,2
293,2
259,2
183,2
934,2
859,2
670,1
1027,2
332,2
768,2
36,2
976,1
589,2
153,2
1239,1
359,1
740,1
1041,1
723,2
1220,2
1146,1
435,2
526,2
515,1
1009,1
87,2
552,2
832,1
760,1
1227,2
711,2
966,2
1228,2
869,2
1008,2
995,2
846,2
437,1
942,2
843,2
246,2
506,1
325,2
700,2
1045,2
613,1
1085,2
1139,2
600,2
95,2
595,2
1157,1
52,2
21,2
867,2
15,2
535,2
1267,2
644,2
342,2
1028,2
733,1
1040,2
1233,1
998,2
1207,2
1063,2
393,2
414,1
996,1
279,1
109,2
1014,2
886,2
222,1
583,2
295,2
667,2
792,2
575,2
1092,1
111,1
121,1
922,2
457,1
249,1
1134,1
191,1
671,2
389,2
837,1
961,2
471,1
561,2
925,2
1210,2
1038,2
884,2
1159,2
446,2
395,1
756,1
1017,2
541,2
194,2
758,2
269,2
1105,2
181,2
1083,2
742,2
244,2
425,2
612,1
348,2
310,2
61,2
369,2
1262,1
493,1
436,2
24,2
460,2
989,2
1164,2
1172,2
210,1
1152,2
1241,2
701,2
1136,1
1201,2
247,2
1244,2
126,2
716,2
1238,1
1226,2
548,1
324,1
65,2
610,1
1163,2
980,2
694,1
174,1
364,2
1173,2
311,1
230,1
992,2
1137,2
105,2
397,2
1033,2
965,1
444,2
1256,2
1237,1
787,1
155,2
591,2
158,2
607,2
35,2
267,2
284,1
800,2
1199,2
593,2
848,2
902,2
145,1
1243,2
277,1
1206,2
632,2
601,1
495,2
1046,2
214,1
394,2
773,2
1132,2
722,2
41,2
603,2
337,2
140,2
316,2
1123,2
978,2
468,1
463,2
1193,2
928,2
144,2
331,2
574,1
1178,2
968,2
1240,2
236,2
319,1
409,2
1073,2
227,2
686,2
443,2
1202,1
531,2
1261,2
1071,1
634,2
940,2
599,2
1205,2
150,1
642,2
265,1
704,2
1010,2
1059,1
488,1
977,1
953,2
639,2
58,2
938,2
620,2
713,2
30,2
494,2
1148,2
354,1
1088,1
1025,2
812,2
487,2
524,2
635,2
94,2
441,2
569,1
1003,2
89,2
522,1
551,2
880,1
788,1
138,2
1211,1
63,2
343,2
188,2
725,1
546,2
1101,2
11,2
263,2
956,1
554,2
339,1
717,2
737,2
972,2
1005,1
854,2
935,2
538,1
749,2
900,2
423,2
9,2
139,2
345,1
653,2
456,2
1230,1
659,2
969,2
28,2
1196,1
577,2
828,2
497,2
114,2
1214,2
74,1
1266,1
958,2
402,1
769,2
847,2
17,2
581,2
491,2
1257,2
49,2
410,2
251,1
110,2
288,2
914,1
357,2
430,2
973,2
618,2
124,2
351,1
1204,2
2,1
511,2
810,2
932,1
260,1
380,2
321,2
344,2
566,1
802,2
816,1
278,1
805,1
243,1
1215,2
34,2
60,2
179,2
621,2
465,2
135,2
675,2
464,2
586,1
20,2
691,2
1234,1
1080,1
1056,2
218,2
896,2
350,2
131,2
475,2
781,2
363,2
875,1
764,2
1170,1
549,2
850,1
819,2
199,2
346,1
306,1
406,2
993,1
226,2
1250,2
908,2
808,2
738,2
1058,1
815,2
834,2
196,2
419,2
727,2
772,2
1023,1
646,2
1124,1
37,2
165,2
304,2
273,2
398,1
608,2
1245,2
784,2
420,2
1265,2
1070,2
382,2
786,2
1259,1
127,2
860,2
388,2
1000,2
59,2
1225,2
865,2
368,2
986,2
508,2
845,2
719,2
916,2
904,2
366,2
988,2
889,2
77,2
796,2
1047,2
718,1
448,2
556,2
418,1
216,2
779,2
440,2
490,2
314,1
1171,1
1114,2
250,2
1147,1
647,1
967,2
384,2
714,2
799,1
878,2
926,2
911,2
1249,2
137,2
791,2
25,2
270,2
1054,1
1020,2
1167,2
45,2
782,2
477,1
416,2
950,2
426,2
224,2
841,2
1154,2
682,2
1145,2
1051,1
1208,2
18,2
103,2
412,1
400,2
1100,2
1022,1
229,1
1180,2
340,1
500,2
692,2
1195,2
294,2
836,2
1075,2
275,1
80,2
903,2
557,2
907,2
320,2
375,1
936,1
529,1
1191,1
167,2
614,2
825,1
462,2
960,2
509,2
242,2
286,2
403,1
648,2
734,1
120,2
1034,2
189,2
184,1
482,2
835,2
1001,2
759,1
637,2
81,1
658,2
649,1
698,2
268,2
301,2
590,2
743,2
820,2
240,2
481,2
918,1
767,2
1111,2
638,1
231,2
422,1
1142,2
669,2
467,1
923,1
630,2
85,2
1247,2
299,2
822,2
241,2
661,2
327,2
290,2
680,2
232,2
523,1
1106,2
407,2
6,1
466,1
726,2
785,2
1098,2
442,2
625,1
555,2
715,2
122,2
297,1
1096,2
205,2
98,2
1197,2
1236,2
469,1
732,1
405,2
1131,2
14,1
32,1
636,2
483,2
948,2
512,2
255,2
1093,2
877,2
562,1
116,2
234,2
597,1
944,2
130,2
1029,2
1133,2
1117,1
391,1
751,2
571,2
572,2
202,2
1183,2
1118,1
1068,2
434,1
190,1
881,2
428,2
13,2
1258,1
379,2
159,1
1007,1
452,2
486,2
652,2
401,2
492,1
185,2
1271,2
617,1
182,2
746,2
504,2
619,1
26,2
453,1
291,1
1254,2
33,1
1224,2
829,2
991,2
154,2
312,2
1129,2
358,2
888,1
62,1
274,1
775,1
1078,2
987,1
866,2
1036,2
186,2
235,2
1110,2
193,1
