37.113 75.578 82.169 99.504 99.983 62.568 31.722 -27.187 -80.941 -99.95 -97.63 -83.71 -72.665 -66.612 -5.8161 13.778 20.332 93.031 93.778 99.819 92.377 77.664 -43.048 -51.809 -69.736 -99.985 -87.471 -82.471 -66.651 2.3621 85.626 99.298 91.906 69.908 22.086 -67.38 -97.829 -98.128 -96.884 -91.781 -68.437 -48.797 -4.8798 8.1583 25.03 69.952 97.322 97.569 27.264 -41.206 -70.986 -81.564 -81.764 -98.796 -98.928 -99.678 -95.835 -80.561 -5.845 -5.0184 46.723 99.916 99.864 97.962 85.234 57.023 34.299 -25.655 -71.821 -92.298 -89.702 -87.628 -79.891 9.4323 12.245 13.065 33.156 48.61 55.121 78.286 85.178 90.468 26.641 18.701 -39.6 -48.436 -69.207 -90.076 -93.885 -99.982 -79.005 -49.545 58.292 89.394 97.376 99.968 98.191 94.719 82.375 78.618
78.192 90.407 99.426 97.153 96.884 96.607 91.345 87.731 81.203 65.337 45.347 44.506 37.998 27.761 26.242 0.063292 -6.4455 -8.7748 -16.589 -17.512 -72.973 -93.297 -93.45 -94.426 -94.502 -95.527 -95.696 -98.156 -99.879 -99.871 -99.772 -68.677 -64.352 -32.216 24.203 42.325 79.858 90.523 92.23 95.382 99.995 98.879 97.721 97.327 25.179 -22.921 -72.478 -73.577 -75.966 -78.563 -96.196 -96.095 -90.263 -16.066 1.3184 6.5337 44.822 53.879 86.537 86.846 91.901 98.303 99.403 90.148 73.672 53.996 30.164 18.904 -24.891 -35.988 -50.057 -89.73 -92.908 -99.996 -99.904 -88.739 -84.975 -79.868 -79.618 -52.132 -51.847 -44.225 -43.969 -43.422 -39.093 -30.327 -4.0422 -1.3965 35.583 84.746 89.213 89.536 91.328 93.131 95.148 99.901 99.228 98.057 96.447 62.815
4.3001 10.461 17.763 18.462 41.728 52.764 58.216 66.179 88.118 94.356 94.392 96.514 99.941 99.653 99.211 97.234 86.165 84.966 81.299 35.396 -4.8227 -47.272 -49.279 -77.257 -84.792 -97.183 -99.887 -99.999 -99.826 -92.188 -87.982 -83.064 -75.01 -72.105 -62.887 -52.307 -34.951 -33.627 -28.657 1.6157 14.165 18.205 21.578 40.575 43.012 43.247 68.227 68.895 78.8 82.655 88.547 98.458 99.974 98.399 86.245 79.325 68.782 56.262 39.868 23.29 -7.4877 -11.104 -54.373 -58.576 -72.097 -78.294 -86.135 -91.682 -92.423 -94.678 -100 -99.674 -98.348 -85.036 -72.67 -69.725 -51.478 -50.632 -44.264 -20.898 4.2204 7.3291 19.461 53.033 57.797 59.996 64.363 76.937 91.889 97.229 98.926 99.998 99.992 95.985 95.158 89.67 87.207 86.124 79.01 75.561
70.151 79.371 96.092 99.186 -99.654 -45.825 -39.18 87.226 87.335 95.159 87.259 -21.892 -62.404 -88.273 -99.826 -96.109 -30.327 -6.7993 18.07 72.216 86.696 98.205 95.208 89.729 44.517 16.455 -4.4012 -55.922 -81.761 -96.553 -79.37 -28.041 -23.87 49.648 60.014 62.132 68.204 80.511 60.028 31.64 -83.375 -98.464 -99.731 -99.898 -99.964 -93.408 -58.943 -8.3017 48.035 75.934 81.28 95.282 99.277 99.03 96.403 87.639 82.41 50.578 19.513 -26.566 -56.198 -66.155 -99.903 -13.259 57.558 75.998 83.063 86.835 47.297 4.8961 -25.382 -49.526 -95.777 -94.245 -46.868 13.279 55.945 -27.487 -99.203 -78.781 -19.801 71.47 94.671 29.969 -66.24 -54.228 13.036 45.77 86.334 65.806 62.824 58.417 49.976 18.532 14.496 -43.256 -47.801 -91.674 -81.971 -10.293
2.1277 11.62 30.325 39.678 59.515 69.953 69.969 86.113 99.522 68.036 64.374 49.945 27.726 25.566 -63.031 -76.749 -99.578 -98.714 -98.469 -85.414 4.0702 4.6892 17.222 72.156 98.658 99.986 99.999 89.149 70.082 35.03 -16.947 -65.935 -85.693 -98.184 -96.513 -75.43 -57.909 -55.919 -55.526 -54.192 -53.333 -50.963 -23.836 -8.8323 10.998 24.132 25.234 50.054 56.584 57.634 59.653 97.505 99.719 99.441 76.333 0.57257 -0.024648 -5.3587 -19.861 -64.684 -69.006 -70.906 -70.033 -52.026 -0.80513 44.666 91.523 96.588 98.071 99.845 99.815 95.873 90.668 84.202 71.191 69.068 -50.584 -90.691 -99.859 -93.405 -39.969 -25.872 9.1131 19.006 19.962 98.466 77.499 75.308 36.389 25.715 16.473 -58.286 -65.772 -97.856 -99.977 -99.957 -96.233 -83.687 -83.464 -77.126
18.577 35.292 49.203 56.548 89.434 99.914 87.258 85.022 -12.145 -30.42 -98.525 -99.261 -98.916 -91.108 -88.809 67.171 72.367 96.214 99.675 99.968 99.784 99.513 62.627 -8.1813 -19.579 -32.462 -74.28 -99.785 -17.717 -9.2035 11.726 92.42 -94.621 -49.956 -49.41 -31.891 48.254 55.672 82.472 98.595 90.124 49.568 1.3391 -31.279 -99.204 27.952 53.24 76.214 99.151 99.028 80.215 78.485 42.99 -74.661 -96.007 -99.995 0.52379 67.081 97.817 67.095 63.567 30.803 -63.567 -77.653 -86 -86.692 -93.489 -95.987 -63.045 -58.318 -58.024 -57.518 -38.887 35.177 44.003 99.419 92.087 -24.295 -38.692 -78.201 -84.756 -12.875 26.067 53.325 53.464 56.499 66.341 87.014 89.95 94.867 99.945 99.627 74.13 16.484 -6.3933 -8.733 -91.012 -99.311 -99.869 -97.789
5.7667 13.869 23.03 27.059 39.103 53.431 56.198 57.03 59.572 72.443 79.197 84.083 84.208 85.148 95.103 98.538 99.805 99.926 99.973 100 99.972 99.847 98.464 95.616 94.445 89.93 85.113 83.307 79.858 64.718 62.795 50.031 48.605 40.626 26.334 5.6311 3.3802 2.4669 -31.751 -45.567 -49.763 -55.623 -56.635 -56.837 -59.993 -65.345 -65.593 -84.309 -92.319 -95.689 -99.034 -99.746 -99.915 -99.934 -99.774 -99.645 -99.637 -99.363 -99.101 -98.547 -98.275 -97.841 -95.917 -95.667 -94.33 -83.906 -69.183 -65.865 -53.011 -43.571 -41.589 -40.967 -38.251 -36.531 -27.344 -12.853 -9.2312 -4.0157 3.6542 12.86 18.045 18.774 25.163 30.718 37.768 37.827 67.427 77.093 78.712 82.805 94.974 95.646 98.566 99.613 99.73 99.999 99.984 99.287 98.199 96.109
6.4503 45.35 93.206 96.604 97.748 99.546 99.316 87.949 87.164 80.543 69.959 25.451 22.719 -18.804 -33.342 -97.282 -87.646 -0.56246 72.39 96.354 99.999 97.457 67.539 63.298 25.921 11.129 -8.3851 -76.302 -90.297 -95.922 -97.566 -98.93 37.686 75.588 99.787 65.877 26.539 -37.404 -67.569 -99.96 -99.99 -99.054 -77.389 -12.012 -10.6 34.455 35.744 99.508 48.477 32.322 -60.635 -73.808 -86.516 -89.133 -95.676 -96.906 -99.91 -95.401 -59.651 -33.439 87.072 92.11 96.569 97.769 98.596 89.261 80.443 79.033 78.856 58.376 55.207 45.707 8.1345 -14.342 -32.257 -48.017 -73.598 -46.972 94.871 99.546 86.127 55.15 41.056 29.866 -46.951 -95.11 -89.32 -66.397 -56.868 -39.178 42.521 49.481 82.229 78.253 62.004 25.395 -25.482 -52.024 -69.283 -70.45
75.881 78.31 89.932 92.731 76.715 60.882 42.116 32.446 -26.597 -99.172 -95.51 -86.466 23.894 89.05 92.273 99.925 -14.709 -65.896 -91.056 -98.842 -78.259 -58.003 13.02 61.166 99.958 99.439 90.424 89.379 52.735 32.844 -37.345 -92.761 -95.333 -97.457 -92.506 -47.868 11.55 65.351 99.554 74.652 72.414 70.59 -61.732 -93.132 -99.004 -80.941 -73.45 -54.508 34.669 97.486 85.447 14.999 -58.28 -98.713 -64.171 -56.605 -15.713 13.785 19.437 66.543 69.958 72.57 93.411 99.508 -53.062 -96.504 -99.972 42.219 67.489 69.996 80.459 99.763 28.175 -90.071 -95.173 -99.297 -88.681 -64.232 -53.953 -41.346 99.817 93.26 20.228 -74.966 -75.801 -81.795 -94.847 -98.574 -79.533 -49.738 75.915 83.006 88.855 74.682 41.256 -47.515 -69.141 -73.463 -98.484 -99.949
49.316 99.82 74.458 44.376 9.837 -68.424 -99.979 -52.13 -8.5833 11.537 16.248 99.28 59.982 1.3983 -54.501 -67.244 -82.303 -53.167 -26.053 -17.256 6.9289 36.432 97.528 87.823 73.848 53.095 36.208 34.497 -70.552 -83.015 -92.619 -79.993 -42.011 -19.388 -10.62 -3.7115 40.272 80.172 -15.373 -42.517 -50.798 -54.162 -99.471 -99.114 -66.059 -62.145 -44.426 49.316 78.83 88.732 76.525 58.178 -64.187 -76.288 -89.103 -88.055 -81.372 -63.461 -52.447 -15.9 -7.1276 58.719 83.371 97.745 82.487 63.886 26.545 -12.407 -60.21 -76.808 -99.911 -97.443 -55.39 -7.1313 60.882 88.922 99.341 97.085 88.925 55.768 -9.7984 -51.595 -73.111 -95.16 -98.279 -98.129 -41.728 54.466 89.238 90.789 91.552 95.132 77.508 76.602 -87.924 -4.0101 29.848 99.983 84.014 60.06
